Quoi	Pt	quoi
pas	Rg	pas
,	Fw	,
Quelle	Vvc	quelle
fatalité	Nc	fatalité
,	Fw	,
de	S	de
devoir	Nc	devoir
par	S	par
un	Dn	un
crime	Nc	crime
,	Fw	,
Me	Vvc	me
conserver	Vvn	conserver
un	Dn	un
droit	Nc	droit
,	Fw	,
qui	Pr	qui
m'	Pp	je
est	Vuc	être
si	Rg	si
légitime	Ag	légitime
,	Fw	,
Mais	Vvc	mais
ces	Dd	ce
raisonnements	Nc	raisonnement
,	Fw	,
enfin	Rg	enfin
sont	Vuc	être
superflus	Ag	superflu
,	Fw	,
Je	Vvc	je
me	Pp	je
plains	Vvc	plaindre
,	Fw	,
seulement	Rg	seulement
,	Fw	,
et	Cc	et
ne	Rp	ne
consulte	Vvc	consulter
plus	Rg	plus
;	Fw	;
Je	Vvc	je
regrette	Ge	regretter
d'	S	de
un	Dn	un
père	Nc	père
,	Fw	,
ou	Cc	ou
la	Da	le
perte	Nc	perte
,	Fw	,
ou	Cc	ou
la	Da	le
fuite	Nc	fuite
,	Fw	,
Mais	Vvc	mais
ce	Dd	ce
regret	Nc	regret
,	Fw	,
n'	Rp	ne
en	Pp	en
peut	Vvc	pouvoir
empêcher	Vvn	empêcher
la	Da	le
poursuite	Nc	poursuite
;	Fw	;
Hors	Nc	hors
du	S+Da	de+le
trône	Nc	trône
,	Fw	,
mes	Ds	mon
jours	Nc	jour
n'	Rp	ne
ont	Vuc	avoir
plus	Rg	plus
de	S	de
sûreté	Nc	sûreté
,	Fw	,
Tout	Vvc	tout
mon	Ds	mon
salut	Nc	salut
consiste	Vvc	consister
,	Fw	,
en	S	en
mon	Ds	mon
autorité	Nc	autorité
;	Fw	;
Au	Vvc	au
lieu	Nc	lieu
,	Fw	,
qu'	Cs	que
avant	S	avant
l'	Da	le
affront	Nc	affront
,	Fw	,
que	Cs	que
ce	Dd	ce
mépris	Nc	mépris
me	Pp	je
livre	Vvc	livrer
,	Fw	,
Je	Vvc	je
vivais	Vvc	vivre
pour	S	pour
régner	Vvn	régner
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
régner	Vvn	régner
pour	S	pour
vivre	Vvn	vivre
,	Fw	,
Et	Vvc	et
je	Pp	je
ne	Rp	ne
puis	Vvc	pouvoir
parer	Vvn	parer
,	Fw	,
que	Cs	que
le	Da	le
sort	Nc	sort
à	S	à
la	Da	le
main	Nc	main
,	Fw	,
Les	Vvc	les
redoutables	Ag	redoutable
traits	Nc	trait|traits
,	Fw	,
de	S	de
mon	Ds	mon
sort	Nc	sort
inhumain	Ag	inhumain
;	Fw	;
Revoyez	Vvc	revoir
les	Da	le
quartiers	Nc	quartier
,	Fw	,
et	Cc	et
soignez	Vvc	soigner
que	Cs	que
la	Da	le
ville	Nc	ville
,	Fw	,
Dans	Vvc	dans
ce	Dd	ce
grand	Ag	grand
changement	Nc	changement
,	Fw	,
nous	Pp	nous
soit	Vuc	être
un	Dn	un
sûr	Ag	sûr
asile	Nc	asile
.	Fs	.
Vous	Pp	vous
armant	Ga	armer
de	S	de
vertu	Nc	vertu
,	Fw	,
tout	Pi	tout
succédera	Vvc	succéder
bien	Rg	bien
.	Fs	.
Assurez	Vvc	assurer
-vous	Nc	-vous
,	Fw	,
des	S+Da	de+le|de+les
chefs	Nc	chef
,	Fw	,
et	Cc	et
ne	Rp	ne
négligez	Vvc	négliger
rien	Pi	rien
.	Fs	.
Cependant	Rg	cependant
que	Cs	que
je	Pp	je
dompte	Vvc	dompter
un	Dn	un
reste	Nc	reste
de	S	de
faiblesse	Nc	faiblesse
,	Fw	,
Qui	Vvc	qui
dans	S	dans
mon	Ds	mon
coeur	Nc	cœur
;	Fw	;
encor	Nc	encor
,	Fw	,
souffre	Vvc	souffrir
quelque	Di	quelque
tendresse	Nc	tendresse
.	Fs	.
Palmyre	Vvc	palmyre
sort	Nc	sort
.	Fs	.
Que	Cs	que
tu	Pp	tu
m'	Pp	je
aurais	Vuc	avoir
,	Fw	,
ô	I	oh
sort	Nc	sort
!	Fs	!
Dans	S	dans
un	Dn	un
rang	Nc	rang
plus	Rg	plus
obscur	Ag	obscur
,	Fw	,
Fait	Vvc	faire
goûter	Vvn	goûter
un	Dn	un
repos	Nc	repos
,	Fw	,
bien	Rg	bien
plus	Rg	plus
calme	Ag	calme
,	Fw	,
et	Cc	et
plus	Rg	plus
pur	Ag	pur
;	Fw	;
Les	Vvc	les
pointes	Nc	pointe|pointé
des	S+Da	de+le|de+les
brillants	Nc	brillant
,	Fw	,
qui	Pr	qui
parent	Vvc	parer
les	Da	le
couronnes	Nc	couronne
,	Fw	,
Figurent	Vvc	figurer
bien	Rg	bien
,	Fw	,
cruel	Ag	cruel
,	Fw	,
les	Da	le
soins	Nc	soin
,	Fw	,
que	Cs	que
tu	Pp	tu
nous	Pp	nous
donnes	Vvc	donner
,	Fw	,
Et	Vvc	et
ce	Dd	ce
vain	Ag	vain
ornement	Nc	ornement
,	Fw	,
marque	Vvc	marquer
bien	Rg	bien
la	Da	le
rigueur	Nc	rigueur
,	Fw	,
De	Vvc	de
poignantes	Ag	poignant
douleurs	Nc	douleur
,	Fw	,
qui	Pr	qui
nous	Pp	nous
percent	Vvc	percer
le	Da	le
coeur	Nc	cœur
;	Fw	;
Celle	Vvc	celle
qu'	Cs	que
on	Pp	on
veut	Vvc	vouloir
m'	Pp	je
ôter	Vvn	ôter
,	Fw	,
à	S	à
peine	Nc	peine
est	Vuc	être
sur	S	sur
ma	Ds	mon
tête	Nc	tête
,	Fw	,
Mais	Vvc	mais
Dieux	Ag	dieux
,	Fw	,
à	S	à
quel	Dt	quel
combat	Nc	combat
,	Fw	,
faut-il	Vvc	faut-il
que	Cs	que
je	Pp	je
m'	Pp	je
apprête	Vvc	apprêter
.	Fs	.
Apprenez	Vvc	apprendre
-moi	Vvc	-moi
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
le	Da	le
nom	Nc	nom
que	Pr	que
je	Pp	je
vous	Pp	vous
dois	Vvc	devoir
!	Fs	!
Parlai	Vvc	parler
-je	Nc	-je
à	S	à
mon	Ds	mon
amant	Nc	amant
,	Fw	,
où	Pr	où
parlai	Vvc	parler
-je	Nc	-je
à	S	à
mon	Ds	mon
Roi	Nc	roi
?	Fs	?
Et	Cc	et
voyant	Ga	voir
votre	Ds	votre
gloire	Nc	gloire
,	Fw	,
au	S+Da	à+le
point	Nc	point
,	Fw	,
où	Pr	où
je	Pp	je
souhaite	Vvc	souhaiter
,	Fw	,
Suis	Vvc	suivre
-je	Vvn	-je
votre	Ds	votre
Maîtresse	Nc	maîtresse
,	Fw	,
ou	Cc	ou
bien	Rg	bien
votre	Ds	votre
sujette	Nc	sujette
!	Fs	!
Quels	Dt	quel
devoirs	Nc	devoir
,	Fw	,
vous	Pp	vous
rendrai	Vvc	rendre
-je	Nc	-je
,	Fw	,
en	S	en
cet	Dd	ce
état	Nc	état
pompeux	Ag	pompeux
!	Fs	!
Vous	Pp	vous
dois	Vvc	devoir
-je	Vvn	-je
mon	Ds	mon
hommage	Nc	hommage
,	Fw	,
où	Pr	où
vous	Pp	vous
dois	Vvc	devoir
-je	Vvn	-je
mes	Ds	mon
voeux	Nc	vœu
?	Fs	?
Apprenez	Vvc	apprendre
-moi	Vvc	-moi
mon	Ds	mon
sort	Nc	sort
,	Fw	,
et	Cc	et
par	S	par
nos	Ds	notre
différences	Nc	différence
,	Fw	,
Réglant	Ga	réglant
nos	Ds	notre
qualités	Nc	qualité
,	Fw	,
réglez	Vvc	régler
mes	Ds	mon
déférences	Nc	déférence
.	Fs	.
Votre	Ds	votre
sort	Nc	sort
est	Vuc	être
le	Da	le
mien	Ps	mien
,	Fw	,
notre	Ds	notre
amour	Nc	amour
l'	Pp	il
a	Vuc	avoir
réglé	Ge	régler
,	Fw	,
Et	Vvc	et
le	Da	le
bandeau	Nc	bandeau
Royal	Ag	royal
,	Fw	,
ne	Rp	ne
l'	Pp	il
a	Vuc	avoir
point	Rg	point
aveuglé	Ge	aveugler
;	Fw	;
Vos	Nc	vos
lois	Nc	loi
,	Fw	,
font	Vvc	faire
mes	Ds	mon
destins	Nc	destin
,	Fw	,
et	Cc	et
ce	Dd	ce
coeur	Nc	cœur
ne	Rp	ne
respire	Vvc	respirer
,	Fw	,
Qu'	Vvc	qu'
une	Dn	un
sujétion	Nc	sujétion
plus	Rg	plus
chère	Ag	cher
qu'	Cs	que
un	Dn	un
Empire	Nc	empire
,	Fw	,
J'	Vvc	j'
estime	Vvc	estimer
également	Rg	également
,	Fw	,
ma	Ds	mon
couronne	Nc	couronne
,	Fw	,
et	Cc	et
vos	Ds	votre
fers	Nc	fer|fers
,	Fw	,
Je	Vvc	je
règne	Nc	règne
,	Fw	,
ma	Ds	mon
princesse	Nc	prince|princesse
,	Fw	,
et	Cc	et
régnant	Ga	régner
je	Pp	je
vous	Pp	vous
sers	Vvc	servir
;	Fw	;
L'	Vvc	l'
État	Nc	état
me	Pp	je
fait	Vvc	faire
son	Ds	son
Roi	Nc	roi
,	Fw	,
l'	Da	le
amour	Nc	amour
vous	Pp	vous
fait	Vvc	faire
ma	Ds	mon
Reine	Nc	reine|roi
,	Fw	,
Je	Vvc	je
suis	Vuc	être
son	Ds	son
souverain	Nc	souverain
,	Fw	,
et	Cc	et
vous	Pp	vous
ma	Ds	mon
souveraine	Nc	souverain
;	Fw	;
Et	Vvc	et
mon	Ds	mon
pouvoir	Nc	pouvoir
,	Fw	,
accru	Ge	accroître
,	Fw	,
que	Cs	que
le	Da	le
titre	Nc	titre
de	S	de
Roi	Nc	roi
,	Fw	,
N'	Vvc	n'
altère	Vvc	altérer
point	Rg	point
,	Fw	,
celui	Pd	celui
,	Fw	,
que	Pr	que
avez	Vuc	avoir
sur	S	sur
moi	Pp	je
.	Fs	.
Voilà	Vvc	voilà
nos	Ds	notre
qualités	Nc	qualité
.	Fs	.
Quelle	Dt	quel
aveugle	Ag	aveugle
colère	Nc	colère
,	Fw	,
Vous	Nc	vous
fait	Vvc	faire
donc	Rg	donc
oublier	Vvn	oublier
,	Fw	,
que	Cs	que
la	Da	le
Reine	Nc	reine|roi
est	Vuc	être
ma	Ds	mon
mère	Nc	mère
?	Fs	?
La	Da	le
colère	Nc	colère
,	Fw	,
Princesse	Vvc	princesse
,	Fw	,
ou	Cc	ou
plutôt	Rg	plutôt
la	Da	le
raison	Nc	raison
,	Fw	,
Qui	Vvc	qui
me	Pp	je
fait	Vvc	faire
de	S	de
mon	Ds	mon
père	Nc	père
,	Fw	,
ordonner	Vvn	ordonner
la	Da	le
prison	Nc	prison
,	Fw	,
Quelque	Vvc	quelque
rang	Nc	rang
,	Fw	,
ou	Cc	ou
la	Pp	il
Perse	Vvc	perse
,	Fw	,
aujourd'hui	Rg	aujourd'hui
nous	Pp	nous
contemple	Vvc	contempler
,	Fw	,
Nous	Vvc	nous
ne	Rp	ne
pouvons	Vvc	pouvoir
régner	Vvn	régner
,	Fw	,
sans	S	sans
ce	Dd	ce
fameux	Ag	fameux
exemple	Nc	exemple
;	Fw	;
Nous	Vvc	nous
ne	Rp	ne
pouvons	Vvc	pouvoir
,	Fw	,
sans	S	sans
lui	Pp	il
,	Fw	,
jouir	Vvn	jouir
de	S	de
notre	Ds	notre
amour	Nc	amour
;	Fw	;
Nous	Vvc	nous
ne	Rp	ne
pouvons	Vvc	pouvoir
sans	S	sans
lui	Pp	il
nous	Pp	nous
conserver	Vvn	conserver
le	Da	le
jour	Nc	jour
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
que	Cs	que
la	Da	le
nature	Nc	nature
,	Fw	,
ou	Cc	ou
la	Da	le
fortune	Nc	fortune
cède	Vvc	céder
,	Fw	,
L'	Vvc	l'
une	Dn	un
nous	Pp	nous
est	Vuc	être
contraire	Ag	contraire
,	Fw	,
et	Cc	et
l'	Da	le
autre	Pi	autre
nous	Pp	nous
succède	Vvc	succéder
,	Fw	,
Le	Vvc	le
mal	Rg	mal
qu'	Cs	que
on	Pp	on
veut	Vvc	vouloir
guérir	Vvn	guérir
,	Fw	,
ne	Rp	ne
se	Pp	il
doit	Vvc	devoir
point	Rg	point
flatter	Vvn	flatter
,	Fw	,
Et	Vvc	et
ce	Pd	ce
sont	Vuc	être
nos	Ds	notre
bourreaux	Nc	bourreau
,	Fw	,
que	Cs	que
je	Pp	je
fais	Vvc	faire
arrêter	Vvn	arrêter
.	Fs	.
Nos	Ds	notre
bourreaux	Nc	bourreau
,	Fw	,
les	Da	le
auteurs	Nc	auteur
du	S+Da	de+le
jour	Nc	jour
qui	Pr	qui
nous	Pp	nous
éclaire	Vvc	éclairer
!	Fs	!
Les	Da	le
auteurs	Nc	auteur
de	S	de
l'	Da	le
affront	Nc	affront
,	Fw	,
qu'	Cs	que
ils	Pp	ils
nous	Pp	nous
ont	Vuc	avoir
voulu	Ge	vouloir
faire	Vvn	faire
.	Fs	.
Un	Dn	un
Empire	Nc	empire
,	Fw	,
vaut-il	Vvc	vaut-il
,	Fw	,
cette	Dd	ce
inhumanité	Nc	inhumanité
!	Fs	!
Vaut-il	Vvc	vaut-il
,	Fw	,
nous	Pp	nous
menacer	Vvn	menacer
de	S	de
cette	Dd	ce
indignité	Nc	indignité
?	Fs	?
Et	Cc	et
qu'	Cs	que
un	Dn	un
père	Nc	père
aveuglé	Ge	aveugler
,	Fw	,
destine	Vvc	destiner
pour	S	pour
victime	Nc	victime
,	Fw	,
À	Nc	à
son	Ds	son
usurpateur	Nc	usurpateur
,	Fw	,
son	Ds	son
maître	Nc	maître
légitime	Ag	légitime
;	Fw	;
Le	Vvc	le
pouvoir	Vvn	pouvoir
,	Fw	,
tombe	Vvc	tomber
mal	Rg	mal
,	Fw	,
en	S	en
des	Dn	un
coeurs	Nc	cœur
abattus	Ge	abattre
;	Fw	;
Avec	Vvc	avec
le	Da	le
nom	Nc	nom
de	S	de
Rois	Vvc	rois
,	Fw	,
prenons	Vvc	prendre
-en	Vvn	-en
les	Da	le
vertus	Nc	vertu
;	Fw	;
Jusques	Vvc	jusques
dans	S	dans
notre	Ds	notre
sang	Nc	sang
,	Fw	,
exterminons	Vvc	exterminer
le	Da	le
crime	Nc	crime
,	Fw	,
Mais	Vvc	mais
réprimons	Vvc	réprimer
,	Fw	,
sur	S	sur
tout	Pi	tout
,	Fw	,
le	Da	le
mal	Nc	mal
qui	Pr	qui
nous	Pp	nous
opprime	Vvc	opprimer
;	Fw	;
Dois	Vvc	devoir
-je	Ag	-je
encor	Nc	encor
du	S+Da	de+le
respect	Nc	respect
,	Fw	,
à	S	à
qui	Pr	qui
veut	Vvc	vouloir
m'	Pp	je
arrêter	Vvn	arrêter
?	Fs	?
Et	Cc	et
lui	Pp	il
suis	Vuc	être
-je	Ge	-je
obligé	Ge	obliger
,	Fw	,
du	S+Da	de+le
jour	Nc	jour
qu'	Pr	que
il	Pp	il
veut	Vvc	vouloir
m'	Pp	je
ôter	Vvn	ôter
?	Fs	?
Le	Pp	il
suis	Vuc	être
-je	Ge	-je
à	S	à
votre	Ds	votre
mère	Nc	mère
,	Fw	,
à	S	à
qui	Pr	qui
je	Pp	je
fais	Vvc	faire
ombrage	Nc	ombrage
?	Fs	?
Et	Cc	et
qui	Pr	qui
met	Vvc	mettre
tout	Di	tout
crédit	Nc	crédit
,	Fw	,
et	Cc	et
tout	Di	tout
soin	Nc	soin
en	S	en
usage	Nc	usage
,	Fw	,
Pour	Nc	pour
me	Pp	je
frustrer	Vvn	frustrer
d'	S	de
un	Dn	un
droit	Nc	droit
,	Fw	,
que	Cs	que
le	Da	le
sang	Nc	sang
m'	Pp	je
a	Vuc	avoir
donné	Ge	donner
,	Fw	,
Et	Vvc	et
m'	Pp	je
en	S	en
ayant	Ga	avoir
exclus	Nc	exclu
,	Fw	,
voir	Vvn	voir
le	Da	le
sien	Ps	sien
couronné	Ge	couronner
?	Fs	?
Vous	Pp	vous
êtes	Vuc	être
souveraine	Ag	souverain
,	Fw	,
et	Cc	et
Syra	Vvc	syra
criminelle	Ag	criminel
,	Fw	,
Voyez	Vvc	voir
,	Fw	,
de	S	de
qui	Pr	qui
des	Dn	un
deux	Nc	deux
,	Fw	,
vous	Pp	vous
prendrez	Vvc	prendre
la	Da	le
querelle	Nc	querelle
,	Fw	,
D'	Nc	d'
une	Dn	un
mère	Nc	mère
arrêtée	Ge	arrêter
,	Fw	,
ou	Cc	ou
d'	S	de
un	Dn	un
amant	Nc	amant
tout	Rg	tout
prêt	Ag	prêt
D'	Nc	d'
ouïr	Vvn	ouïr
ses	Ds	son
ennemis	Nc	ennemi
,	Fw	,
prononcer	Vvn	prononcer
son	Ds	son
arrêt	Nc	arrêt
,	Fw	,
Et	Vvc	et
sur	S	sur
un	Dn	un
échafaud	Nc	échafaud
,	Fw	,
envoyer	Vvn	envoyer
une	Dn	un
tête	Nc	tête
,	Fw	,
Dont	Vvc	dont
vos	Ds	votre
yeux	Nc	œil
,	Fw	,
ont	Vuc	avoir
daigné	Ge	daigner
d'	S	de
avouer	Vvn	avouer
la	Da	le
conquête	Nc	conquête
.	Fs	.
Redoutez	Vvc	redouter
-vous	Vvc	-vous
plus	Rg	plus
rien	Pi	rien
?	Fs	?
Et	Cc	et
vos	Ds	votre
soins	Nc	soin
providents	Ag	providents
,	Fw	,
N'	Vvc	n'
ont	Vuc	avoir
-ils	Ge	-ils
pas	Rg	pas
su	Ge	savoir
prévoir	Vvn	prévoir
,	Fw	,
à	S	à
tous	Di	tout
les	Da	le
accidents	Nc	accident
,	Fw	,
Que	Vvc	que
vous	Pp	vous
peut	Vvc	pouvoir
susciter	Vvn	susciter
le	Da	le
courroux	Nc	courroux
d'	S	de
une	Dn	un
femme	Nc	femme
?	Fs	?
Tel	Ag	tel
,	Fw	,
peut-être	Rg	peut-être
,	Fw	,
nous	Pp	nous
rit	Vvc	rire
;	Fw	;
qui	Pr	qui
nous	Pp	nous
trahit	Vvc	trahir
dans	S	dans
l'	Da	le
âme	Nc	âme
;	Fw	;
Et	Vvc	et
cherche	Vvc	chercher
un	Dn	un
mécontent	Nc	mécontent
,	Fw	,
à	S	à
qui	Pr	qui
prêter	Vvn	prêter
le	Da	le
bras	Nc	bras
,	Fw	,
Pour	Nc	pour
des	S+Da	de+le|de+les
séditions	Nc	sédition
,	Fw	,
et	Cc	et
des	S+Da	de+le|de+les
assassinats	Nc	assassinat
;	Fw	;
Sur	Nc	sur
quelque	Di	quelque
fondement	Nc	fondement
,	Fw	,
qu'	Cs	que
elle	Pp	il
soit	Vuc	être
appuyée	Ge	appuyer
,	Fw	,
L'	Vvc	l'
autorité	Nc	autorité
naissante	Ag	naissant
,	Fw	,
est	Vuc	être
toujours	Rg	toujours
enviée	Ge	ennuyer|envier
;	Fw	;
Et	Vvc	et
souvent	Rg	souvent
à	S	à
leur	Ds	leur
foi	Nc	foi
,	Fw	,
les	Da	le
peuples	Nc	peuple
renonçants	Ga	renoncer
,	Fw	,
Aiment	Vvc	aimer
ceux	Pd	celui
affligés	Ge	affliger
,	Fw	,
qu'	Cs	que
ils	Pp	ils
ont	Vuc	avoir
haïs	Ge	haïr
puissants	Ag	puissant
.	Fs	.
Une	Dn	un
Reine	Nc	reine|roi
en	S	en
des	Dn	un
fers	Nc	fer|fers
,	Fw	,
n'	Rp	ne
est	Vuc	être
donc	Rg	donc
pas	Rg	pas
affligée	Ge	affliger
?	Fs	?
Elle	Pp	il
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
en	S	en
lieu	Nc	lieu
,	Fw	,
d'	S	de
en	Pp	en
être	Vun	être
soulagée	Ge	soulager
;	Fw	;
Et	Vvc	et
de	S	de
mettre	Vvn	mettre
en	S	en
usage	Nc	usage
,	Fw	,
un	Dn	un
reste	Nc	reste
de	S	de
pouvoir	Nc	pouvoir
Qui	Ag	qui
pourrait	Vvc	pouvoir
pratiquer	Vvn	pratiquer
leur	Ds	leur
servile	Ag	servile
devoir	Nc	devoir
.	Fs	.
N'	Rp	ne
attends	Vvc	attendre
point	Rg	point
de	S	de
succès	Nc	succès
,	Fw	,
ô	I	oh
prière	Nc	prière
importune	Ag	importun
!	Fs	!
Je	Pp	je
ne	Rp	ne
suis	Vuc	être
plus	Rg	plus
maîtresse	Nc	maîtresse
,	Fw	,
où	Pr	où
règne	Vvc	régner
la	Da	le
fortune	Nc	fortune
;	Fw	;
L'	Vvc	l'
amour	Nc	amour
n'	Rp	ne
a	Vuc	avoir
plus	Rg	plus
d'	S	de
Empire	Nc	empire
,	Fw	,
où	Pr	où
l'	Da	le
intérêt	Nc	intérêt
en	Pp	en
prend	Vvc	prendre
,	Fw	,
Ne	Vvc	ne
considérez	Vvc	considérer
rien	Pi	rien
,	Fw	,
l'	Da	le
État	Nc	état
vous	Pp	vous
le	Pp	il
défend	Vvc	défendre
;	Fw	;
Il	Vvc	il
lui	Pp	il
faut	Vvc	faillir|falloir
immoler	Vvn	immoler
,	Fw	,
toute	Di	tout
votre	Ds	votre
famille	Nc	famille
,	Fw	,
Du	Vvc	du
moins	Rg	moins
,	Fw	,
avec	S	avec
la	Da	le
mère	Nc	mère
,	Fw	,
il	Pp	il
faut	Vvc	faillir|falloir
perdre	Vvn	perdre
la	Da	le
fille	Nc	fille
;	Fw	;
Nous	Vvc	nous
ne	Rp	ne
sommes	Vuc	être
qu'	Rg	que
un	Dn	un
sang	Nc	sang
,	Fw	,
et	Cc	et
un	Dn	un
coeur	Nc	cœur
séparé	Ge	séparer
,	Fw	,
Je	Vvc	je
pourrais	Vvc	pouvoir
achever	Vvn	achever
,	Fw	,
ce	Pd	ce
qu'	Pr	que
elle	Pp	il
a	Vuc	avoir
préparé	Ge	préparer
,	Fw	,
D'	Nc	d'
un	Dn	un
frère	Nc	frère
contre	S	contre
vous	Pp	vous
,	Fw	,
épouser	Vvn	épouser
la	Da	le
querelle	Nc	querelle
,	Fw	,
Dedans	Ga	dedans
votre	Ds	votre
débris	Nc	débris
,	Fw	,
m'	Pp	je
intéresser	Vvn	intéresser
comme	S	comme
elle	Pp	il
;	Fw	;
Saper	Vvn	saper
les	Da	le
fondements	Nc	fondement
de	S	de
votre	Ds	votre
autorité	Nc	autorité
,	Fw	,
Et	Vvc	et
renverser	Vvn	renverser
le	Da	le
trône	Nc	trône
,	Fw	,
où	Pr	où
vous	Pp	vous
êtes	Vuc	être
monté	Ge	monter
.	Fs	.
Si	Cs	si
ces	Dd	ce
yeux	Nc	œil
vous	Pp	vous
ont	Vuc	avoir
plu	Ge	plaire|pleuvoir
,	Fw	,
gardez	Vvc	garder
que	Cs	que
de	S	de
leurs	Ds	leur
charmes	Nc	charme
,	Fw	,
Contre	Vvc	contrer
votre	Ds	votre
pouvoir	Nc	pouvoir
,	Fw	,
je	Pp	je
ne	Rp	ne
fasse	Vvc	faire
des	Dn	un
armes	Nc	arme|armé
,	Fw	,
Et	Vvc	et
n'	Rp	ne
en	Pp	en
achète	Vvc	acheter
l'	Da	le
offre	Nc	offre
,	Fw	,
et	Cc	et
d'	S	de
un	Dn	un
coeur	Nc	cœur
,	Fw	,
et	Cc	et
d'	S	de
un	Dn	un
bras	Nc	bras
Qui	Vvc	qui
m'	Pp	je
osent	Vvc	oser
immoler	Vvn	immoler
vos	Ds	votre
jours	Nc	jour
,	Fw	,
et	Cc	et
vos	Ds	votre
États	Nc	états
,	Fw	,
Prévenez	Vvc	prévenez
,	Fw	,
sans	S	sans
égard	Nc	égard
,	Fw	,
tout	Pi	tout
ce	Pd	ce
qui	Pr	qui
vous	Pp	vous
peut	Vvc	pouvoir
nuire	Vvn	nuire
,	Fw	,
Averti	Vvc	averti
,	Fw	,
détruisez	Vvc	détruire
ce	Pd	ce
qui	Pr	qui
vous	Pp	vous
peut	Vvc	pouvoir
détruire	Vvn	détruire
,	Fw	,
Craignez	Vvc	craindre
l'	Da	le
aveuglement	Nc	aveuglement
,	Fw	,
d'	S	de
un	Dn	un
amour	Nc	amour
irrité	Ge	irriter
,	Fw	,
Et	Vvc	et
ne	Rp	ne
considérez	Vvc	considérer
,	Fw	,
que	Cs	que
votre	Ds	votre
sûreté	Nc	sûreté
.	Fs	.
Voudriez	Vvc	vouloir
-vous	Nc	-vous
m'	Pp	je
obliger	Vvn	obliger
,	Fw	,
d'	S	de
aimer	Vvn	aimer
mon	Ds	mon
adversaire	Nc	adversaire
,	Fw	,
Souffrirai	Vvc	souffrir
-je	Nc	-je
en	S	en
mon	Ds	mon
lit	Nc	lit
,	Fw	,
l'	Da	le
assassin	Nc	assassin
de	S	de
ma	Ds	mon
mère	Nc	mère
?	Fs	?
Pourrais	Vvc	pouvoir
-je	Nc	-je
sans	S	sans
horreur	Nc	horreur
,	Fw	,
avec	S	avec
son	Ds	son
ennemi	Nc	ennemi
,	Fw	,
Partager	Vvn	partager
un	Dn	un
pouvoir	Nc	pouvoir
,	Fw	,
par	S	par
son	Ds	son
sang	Nc	sang
affermi	Ge	affermir
?	Fs	?
Gardes	Nc	garde|gardes
,	Fw	,
emmenez	Vvc	emmener
-moi	Vvc	-moi
,	Fw	,
son	Ds	son
salut	Nc	salut
vous	Pp	vous
l'	Pp	il
ordonne	Vvc	ordonner
,	Fw	,
Sauvez	Vvc	sauver
de	S	de
ma	Ds	mon
fureur	Nc	fureur
,	Fw	,
sa	Ds	son
vie	Nc	vie
,	Fw	,
et	Cc	et
sa	Ds	son
couronne	Nc	couronne
;	Fw	;
Hélas	Vvc	hélas
!	Fs	!
à	S	à
quoi	Pr	quoi
,	Fw	,
Nature	Vvc	nature
,	Fw	,
obligent	Vvc	obliger
tes	Ds	ton
respects	Nc	respect
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
faille	Vvc	faillir|falloir
à	S	à
mon	Ds	mon
amant	Nc	amant
,	Fw	,
rendre	Vvn	rendre
mes	Ds	mon
voeux	Nc	vœu
suspects	Ag	suspect
!	Fs	!
Et	Cc	et
pour	S	pour
en	Pp	en
obtenir	Vvn	obtenir
,	Fw	,
ou	Cc	ou
ma	Ds	mon
perte	Nc	perte
,	Fw	,
ou	Cc	ou
ta	Ds	ton
grâce	Nc	grâce
,	Fw	,
Contre	Vvc	contrer
ce	Pd	ce
que	Pr	que
j'	Pp	je
adore	Vvc	adorer
,	Fw	,
employer	Vvn	employer
la	Da	le
menace	Nc	menace
?	Fs	?
Par	S	par
ces	Dd	ce
transports	Nc	transport|transports
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
jugez	Vvc	juger
de	S	de
mes	Ds	mon
douleurs	Nc	douleur
,	Fw	,
J'	Vvc	j'
aurais	Vuc	avoir
plus	Rg	plus
obtenu	Ge	obtenir
,	Fw	,
du	S+Da	de+le
secours	Nc	secours
de	S	de
mes	Ds	mon
pleurs	Nc	pleur
;	Fw	;
Mais	Vvc	mais
un	Dn	un
extrême	Ag	extrême
ennui	Nc	ennui
,	Fw	,
n'	Rp	ne
en	Pp	en
est	Vuc	être
guère	Rg	guère
prodigue	Ge	prodiguer
.	Fs	.
Gardes	Nc	garde|gardes
,	Fw	,
suivez	Vvc	suivre
Madame	Nc	madame
,	Fw	,
Et	Vvc	et
cherchez	Vvc	chercher
Sardarigue	Nc	sardarigue
,	Fw	,
Qu'	Vvc	qu'
il	Pp	il
obéisse	Vvc	obéir
aux	S+Da	à+les
lois	Nc	loi
,	Fw	,
qu'	Cs	que
elle	Pp	il
lui	Pp	il
prescrira	Vvc	prescrire
.	Fs	.
Et	Cc	et
surtout	Rg	surtout
,	Fw	,
qu'	Cs	que
en	S	en
ses	Ds	son
mains	Nc	main
,	Fw	,
il	Pp	il
remette	Vvc	remettre
Syra	Vvc	syra
;	Fw	;
Allez	Vvc	aller
.	Fs	.
Cette	Dd	ce
faveur	Nc	faveur
,	Fw	,
