Quoi	Pt	quoi
acquérir	Vvn	acquérir
;	Fw	;
Puisque	Vvc	puisque
la	Da	le
célèbre	Ag	célèbre
lumière	Nc	lumière
Ne	Vvc	ne
se	Pp	il
trouve	Vvc	trouver
qu'	Cs	que
en	S	en
la	Pp	il
quittant	Ga	quitter
,	Fw	,
Et	Vvc	et
qu'	Cs	que
on	Pp	on
ne	Rp	ne
vainc	Vvc	vaincre
qu'	Rg	que
en	S	en
combattant	Ga	combattre
;	Fw	;
D'	Nc	d'
une	Dn	un
vigueur	Nc	vigueur
mâle	Ag	mâle
et	Cc	et
guerrière	Ag	guerrier
,	Fw	,
Courons	Vvc	courir
au	S+Da	à+le
bout	Nc	bout
de	S	de
la	Da	le
carrière	Nc	carrière
,	Fw	,
Où	Vvc	où
la	Da	le
couronne	Nc	couronne
nous	Pp	nous
attend	Vvc	attendre
.	Fs	.
Entrez	Vvc	entrer
.	Fs	.
Et	Cc	et
bien	Rg	bien
,	Fw	,
Genest	Nc	genêt
,	Fw	,
cette	Dd	ce
ardeur	Nc	ardeur
insensée	Ag	insensé
,	Fw	,
Te	Vvc	te
dure-t-elle	Vvn	dure-t-elle
encore	Rg	encore
,	Fw	,
ou	Cc	ou
t'	Pp	tu
est-elle	Ag	est-elle
passée	Ge	passer
?	Fs	?
Si	Cs	si
tu	Pp	tu
ne	Rp	ne
fais	Vvc	faire
pour	S	pour
toi	Pp	tu
,	Fw	,
si	Cs	si
le	Da	le
jour	Nc	jour
ne	Rp	ne
t'	Pp	tu
est	Vuc	être
cher	Ag	cher
,	Fw	,
Si	Vvc	si
ton	Ds	ton
propre	Ag	propre
intérêt	Nc	intérêt
ne	Rp	ne
te	Pp	tu
saurait	Vvc	savoir
toucher	Vvn	toucher
;	Fw	;
Nous	Vvc	nous
osons	Vvc	oser
espérer	Vvn	espérer
,	Fw	,
que	Cs	que
le	Da	le
nôtre	As#Ps	nôtre
possible	Ag	possible
,	Fw	,
En	Vvc	en
cette	Dd	ce
extrémité	Nc	extrémité
,	Fw	,
te	Pp	tu
sera	Vuc	être
plus	Rg	plus
sensible	Ag	sensible
,	Fw	,
Que	Vvc	que
t'	Pp	tu
étant	Ga	être
si	Rg	si
cruel	Ag	cruel
,	Fw	,
tu	Pp	tu
nous	Pp	nous
seras	Vuc	être
plus	Rg	plus
doux	Ag	doux
,	Fw	,
Et	Vvc	et
qu'	Cs	que
obstiné	Ge	obstiner
pour	S	pour
toi	Pp	tu
,	Fw	,
tu	Pp	tu
fléchiras	Vvc	fléchir
pour	S	pour
nous	Pp	nous
.	Fs	.
Si	Cs	si
tu	Pp	tu
nous	Pp	nous
dois	Vvc	devoir
chérir	Vvn	chérir
,	Fw	,
c'	Pd	ce
est	Vuc	être
en	S	en
cette	Dd	ce
occurrence	Nc	occurrence
,	Fw	,
Car	Nc	car
séparés	Ge	séparer
de	S	de
toi	Pp	tu
,	Fw	,
quelle	Dt	quel
est	Vuc	être
notre	Ds	notre
espérance	Nc	espérance
?	Fs	?
Par	S	par
quel	Dt	quel
sort	Nc	sort
pouvons-nous	V	pouvoir
survivre	Vvn	survivre
ton	Ds	ton
trépas	Nc	trépas
?	Fs	?
Et	Cc	et
que	Pr	que
peut	Vvc	pouvoir
plus	Rg	plus
un	Dn	un
corps	Nc	corps
,	Fw	,
dont	Pr	dont
le	Da	le
chef	Nc	chef
est	Vuc	être
à	S	à
bas	Rg	bas
?	Fs	?
Ce	Pd	ce
n'	Rp	ne
est	Vuc	être
que	Rg	que
de	S	de
tes	Ds	ton
jours	Nc	jour
,	Fw	,
que	Pr	que
dépend	Vvc	dépendre
notre	Ds	notre
vie	Nc	vie
,	Fw	,
Nous	Vvc	nous
mourrons	Vvc	mourir
tous	Pi	tout
du	S+Da	de+le
coup	Nc	coup
qui	Pr	qui
te	Pp	tu
l'	Pp	il
aura	Vuc	avoir
ravie	Ge	ravir
;	Fw	;
Tu	Vvc	tu
seras	Vuc	être
seul	Ag	seul
coupable	Nc	coupable
;	Fw	;
et	Cc	et
nous	Pp	nous
tous	Di	tout
en	S	en
effet	Nc	effet
,	Fw	,
Serons	Vvc	serrer
punis	Nc	puni
d'	S	de
un	Dn	un
mal	Nc	mal
,	Fw	,
que	Cs	que
nous	Pp	nous
n'	Rp	ne
aurons	Vuc	avoir
point	Rg	point
fait	Ge	faire
.	Fs	.
Si	Rg	si
d'	S	de
un	Dn	un
heureux	Ag	heureux
avis	Nc	avis
,	Fw	,
vos	Ds	votre
esprits	Nc	esprit
sont	Vuc	être
capables	Ag	capable
,	Fw	,
Partagez	Vvc	partager
ce	Dd	ce
forfait	Nc	forfait
,	Fw	,
rendez-vous	Nc	rendez-vous
en	S	en
coupables	Ag	coupable
;	Fw	;
Et	Vvc	et
vous	Pp	vous
reconnaîtrez	Vvc	reconnaître
,	Fw	,
s'	Cs	si
il	Pp	il
est	Vuc	être
un	Dn	un
heur	Nc	heur
plus	Rg	plus
doux	Ag	doux
,	Fw	,
Que	Vvc	que
la	Da	le
mort	Nc	mort
,	Fw	,
qu'	Cs	que
en	S	en
effet	Nc	effet
je	Pp	je
vous	Pp	vous
souhaite	Vvc	souhaiter
à	S	à
tous	Pi	tout
.	Fs	.
Vous	Pp	vous
mourriez	Vvc	mourir
pour	S	pour
un	Dn	un
dieu	Nc	dieu
,	Fw	,
dont	Pr	dont
la	Da	le
bonté	Nc	bonté
suprême	Ag	suprême
;	Fw	;
Vous	Nc	vous
faisant	Ga	faire
en	S	en
mourant	Ga	mourir
détruire	Vvn	détruire
la	Da	le
mort	Nc	mort
même	Ag	même
,	Fw	,
Ferait	Vvc	faire|ferrer
l'	Da	le
éternité	Nc	éternité
,	Fw	,
le	Da	le
prix	Nc	prix
de	S	de
ce	Dd	ce
moment	Nc	moment
,	Fw	,
Que	Vvc	que
j'	Pp	je
appelle	Vvc	appeler
une	Dn	un
grâce	Nc	grâce
,	Fw	,
et	Cc	et
vous	Pp	vous
un	Dn	un
châtiment	Nc	châtiment
.	Fs	.
Ô	Vvc	ô
ridicule	Ag	ridicule
erreur	Nc	erreur
!	Fs	!
De	S	de
vanter	Vvn	vanter
la	Da	le
puissance	Nc	puissance
D'	Nc	d'
un	Dn	un
Dieu	Nc	dieu
,	Fw	,
qui	Pr	qui
donne	Vvc	donner
aux	S+Da	à+les
siens	Ps	sien
la	Da	le
mort	Nc	mort
pour	S	pour
récompense	Nc	récompense
!	Fs	!
D'	S	de
un	Dn	un
imposteur	Nc	imposteur
,	Fw	,
d'	S	de
un	Dn	un
fourbe	Nc	fourbe
,	Fw	,
et	Cc	et
d'	S	de
un	Dn	un
crucifié	Nc	crucifié
!	Fs	!
Qui	Pr	qui
l'	Pp	il
a	Vuc	avoir
mis	Ge	mettre
dans	S	dans
le	Da	le
ciel	Nc	ciel
?	Fs	?
Qui	Pr	qui
l'	Pp	il
a	Vuc	avoir
déifié	Ge	déifier
?	Fs	?
Un	Dn	un
nombre	Nc	nombre
d'	S	de
ignorants	Ga	ignorer
,	Fw	,
et	Cc	et
de	S	de
gens	Nc	gens|gent
inutiles	Ag	inutile
?	Fs	?
De	S	de
malheureux	Ag	malheureux
,	Fw	,
la	Da	le
lie	Nc	lie|lié
et	Cc	et
l'	Da	le
opprobre	Nc	opprobre
des	S+Da	de+le|de+les
villes	Nc	ville
?	Fs	?
De	S	de
femmes	Nc	femme
et	Cc	et
d'	S	de
enfants	Nc	enfant
,	Fw	,
dont	Pr	dont
la	Da	le
crédulité	Nc	crédulité
,	Fw	,
S'	Vvc	s'
est	Vuc	être
forgée	Ge	forger
à	S	à
plaisir	Nc	plaisir
une	Dn	un
divinité	Nc	divinité
?	Fs	?
De	S	de
gens	Nc	gens|gent
,	Fw	,
qui	Pr	qui
dépourvus	Vvc	dépourvoir
des	Dn	un
biens	Nc	bien
de	S	de
le	Da	le
fortune	Nc	fortune
,	Fw	,
Trouve	Vvc	trouver
dans	S	dans
leur	Ds	leur
malheur	Nc	malheur
la	Da	le
lumière	Nc	lumière
importune	Ag	importun
,	Fw	,
Sous	Vvc	sous
le	Da	le
nom	Nc	nom
des	S+Da	de+le|de+les
chrétiens	Nc	chrétien
,	Fw	,
font	Vvc	faire
gloire	Nc	gloire
du	S+Da	de+le
trépas	Nc	trépas
,	Fw	,
Et	Vvc	et
du	S+Da	de+le
mépris	Nc	mépris
des	S+Da	de+le|de+les
biens	Nc	bien
,	Fw	,
qu'	Cs	que
ils	Pp	ils
ne	Rp	ne
possèdent	Vvc	posséder
pas	Rg	pas
?	Fs	?
Perdent	Vvc	perdre
l'	Da	le
ambition	Nc	ambition
,	Fw	,
en	S	en
perdant	Ga	perdre
l'	Da	le
espérance	Nc	espérance
,	Fw	,
Et	Vvc	et
souffrent	Vvc	souffrir
tous	Pi	tout
du	S+Da	de+le
sort	Nc	sort
,	Fw	,
avec	S	avec
indifférence	Nc	indifférence
!	Fs	!
De	S	de
là	Rg	là
naît	Vvc	naître
le	Da	le
désordre	Nc	désordre
épars	Ag	épars
en	S	en
tant	Rg	tant
de	S	de
lieux	Nc	lieu
,	Fw	,
De	Vvc	de
là	Rg	là
naît	Vvc	naître
le	Da	le
mépris	Nc	mépris
,	Fw	,
et	Cc	et
des	S+Da	de+le|de+les
rois	Nc	roi
et	Cc	et
des	S+Da	de+le|de+les
dieux	Nc	dieu|dieux
,	Fw	,
Que	Vvc	que
césar	Nc	césar
irrité	Ge	irriter
,	Fw	,
réprime	Vvc	réprimer
avec	S	avec
justice	Nc	justice
,	Fw	,
Et	Vvc	et
qu'	Cs	que
il	Pp	il
ne	Rp	ne
peut	Vvc	pouvoir
punir	Vvn	punir
d'	S	de
un	Dn	un
trop	Rg	trop
rude	Ag	rude
supplice	Nc	supplice
;	Fw	;
Si	Vvc	si
je	Pp	je
t'	Pp	tu
ose	Vvc	oser
parler	Vvn	parler
d'	S	de
un	Dn	un
esprit	Nc	esprit
ingénu	Ag	ingénu
,	Fw	,
Et	Vvc	et
si	Cs	si
le	Da	le
tien	Ps	tien
,	Fw	,
Genest	Nc	genêt
,	Fw	,
ne	Rp	ne
m'	Pp	je
est	Vuc	être
point	Rg	point
inconnu	Ag	inconnu
;	Fw	;
D'	Nc	d'
un	Dn	un
abus	Nc	abus
si	Rg	si
grossier	Ag	grossier
,	Fw	,
tes	Ds	ton
gens	Nc	gens|gent
sont	Vuc	être
incapables	Ag	incapable
,	Fw	,
Tu	Vvc	tu
te	Pp	tu
ris	Nc	ris|rit
du	S+Da	de+le
vulgaire	Nc	vulgaire
,	Fw	,
et	Cc	et
lui	Pp	il
laisses	Vvc	laisser
ses	Ds	son
fables	Nc	fable
;	Fw	;
Et	Vvc	et
pour	S	pour
quelque	Di	quelque
sujet	Nc	sujet
,	Fw	,
mais	Cc	mais
qui	Pr	qui
nous	Pp	nous
est	Vuc	être
caché	Ge	cacher
,	Fw	,
À	Nc	à
ce	Dd	ce
culte	Nc	culte
nouveau	Ag	nouveau
,	Fw	,
tu	Pp	tu
te	Pp	tu
feins	Vvc	feindre
attaché	Ge	attacher
;	Fw	;
Peut-être	Vvc	peut-être
que	Cs	que
tu	Pp	tu
plains	Vvc	plaindre
ta	Ds	ton
jeunesse	Nc	jeunesse
passée	Ge	passer
,	Fw	,
Par	Nc	par
une	Dn	un
ingrate	Ag	ingrat
Cour	Nc	cour
,	Fw	,
si	Cs	si
mal	Rg	mal
récompensée	Ge	récompenser
;	Fw	;
Si	Vvc	si
César	Nc	césar
en	S	en
effet	Nc	effet
était	Vuc	être
plus	Rg	plus
généreux	Ag	généreux
,	Fw	,
Tu	Vvc	tu
l'	Pp	il
as	Vuc	avoir
assez	Rg	assez
suivi	Ge	suivre
,	Fw	,
pour	S	pour
être	Vun	être
plus	Rg	plus
heureux	Ag	heureux
;	Fw	;
Mais	Vvc	mais
dans	S	dans
toutes	Di	tout
les	Da	le
cours	Nc	cour|cours|court
cette	Dd	ce
plainte	Nc	plainte
est	Vuc	être
commune	Ag	commun
,	Fw	,
Le	Vvc	le
mérite	Vvc	mériter
bien	Rg	bien
tard	Rg	tard
y	Pp	y
trouve	Vvc	trouver
la	Da	le
fortune	Nc	fortune
,	Fw	,
Les	Vvc	les
rois	Nc	roi
ont	Vuc	avoir
ce	Dd	ce
penser	Nc	penser
inique	Ag	inique
et	Cc	et
rigoureux	Ag	rigoureux
,	Fw	,
Que	Vvc	que
sans	S	sans
nous	Pp	nous
rien	Pi	rien
devoir	Vvn	devoir
,	Fw	,
nous	Pp	nous
devons	Vvc	devoir
tout	Rg	tout
pour	S	pour
eux	Pp	eux
;	Fw	;
Et	Vvc	et
que	Cs	que
nos	Ds	notre
voeux	Nc	vœu
,	Fw	,
nos	Ds	notre
soins	Nc	soin
,	Fw	,
nos	Ds	notre
loisirs	Nc	loisir
,	Fw	,
nos	Ds	notre
personnes	Nc	personne
,	Fw	,
Sont	Vvc	sont
de	S	de
légers	Ag	léger
tributs	Nc	tribut
,	Fw	,
qui	Pr	qui
suivent	Vvc	suivre
leurs	Ds	leur
couronnes	Nc	couronne
.	Fs	.
Notre	Ds	notre
métier	Nc	métier
surtout	Rg	surtout
,	Fw	,
quoique	Cs	quoique
tant	Rg	tant
admiré	Ge	admirer
,	Fw	,
Est	Vvc	est
l'	Da	le
art	Nc	art
où	Pr	où
le	Da	le
mérite	Nc	mérite
est	Vuc	être
moins	Rg	moins
considéré	Ge	considérer
.	Fs	.
Mais	Cc	mais
peut	Vvc	pouvoir
-on	Nc	-on
qu'	Pr	que
en	Pp	en
souffrant	Ga	souffrir
,	Fw	,
vaincre	Vvn	vaincre
un	Dn	un
mal	Nc	mal
sans	S	sans
remède	Nc	remède
?	Fs	?
Qui	Pr	qui
se	Pp	il
sait	Vvc	savoir
modérer	Vvn	modérer
,	Fw	,
s'	Pp	se
il	Pp	il
veut	Vvc	vouloir
tout	Rg	tout
lui	Pp	il
succède	Vvc	succéder
;	Fw	;
Pour	Nc	pour
obtenir	Vvn	obtenir
nos	Ds	notre
fins	Nc	fin
,	Fw	,
n'	Rp	ne
aspirons	Vvc	aspirer
point	Rg	point
si	Rg	si
haut	Ag	haut
,	Fw	,
À	Nc	à
qui	Pr	qui
le	Da	le
désir	Nc	désir
manque	Vvc	manquer
,	Fw	,
aucun	Di	aucun
bien	Nc	bien
ne	Rp	ne
défaut	Nc	défaut
;	Fw	;
Si	Vvc	si
de	S	de
quelque	Di	quelque
besoin	Nc	besoin
ta	Ds	ton
vie	Nc	vie
est	Vuc	être
traversée	Ge	traverser
,	Fw	,
Ne	Vvc	ne
nous	Pp	nous
épargne	Vvc	épargner
point	Rg	point
,	Fw	,
ouvre-nous	Vvc	ouvre-nous
ta	Ds	ton
pensée	Nc	pensée
;	Fw	;
Parle	Vvc	parler
,	Fw	,
demande	Vvc	demander
,	Fw	,
ordonne	Vvc	ordonner
,	Fw	,
et	Cc	et
tous	Di	tout
nos	Ds	notre
biens	Nc	bien
sont	Vuc	être
tiens	Vvc	tenir
;	Fw	;
Mais	Vvc	mais
quel	Dt	quel
secours	Nc	secours
,	Fw	,
hélas	I	hélas
!	Fs	!
Attends	Vvc	attendre
-tu	Vvn	-tu
des	Dn	un
chrétiens	Nc	chrétien
?	Fs	?
Le	Da	le
rigoureux	Ag	rigoureux
trépas	Nc	trépas
,	Fw	,
dont	Pr	dont
César	Nc	césar
te	Pp	tu
menace	Vvc	menacer
?	Fs	?
Et	Cc	et
notre	Ds	notre
inévitable	Ag	inévitable
et	Cc	et
commune	Ag	commun
disgrâce	Nc	disgrâce
?	Fs	?
Marcele	Nc	marcele
,	Fw	,
(	Fw	(
avec	S	avec
regret	Nc	regret
)	Fw	)
j'	Pp	je
espère	Vvc	espérer
vainement	Rg	vainement
De	Vvc	de
répandre	Vvn	répandre
le	Da	le
jour	Nc	jour
sur	S	sur
votre	Ds	votre
aveuglement	Nc	aveuglement
;	Fw	;
Puisque	Nc	puisque
vous	Pp	vous
me	Pp	je
croyez	Vvc	croire
l'	Da	le
âme	Nc	âme
assez	Rg	assez
ravalée	Ge	ravaler
,	Fw	,
(	Fw	(
Dans	Vvc	dans
les	Da	le
biens	Nc	bien
infinis	Ag	infini
dont	Pr	dont
le	Da	le
ciel	Nc	ciel
l'	Pp	il
a	Vuc	avoir
comblée	Ge	combler
,	Fw	,
)	Fw	)
Pour	Nc	pour
tendre	Ag	tendre
à	S	à
d'	Dn	un
autres	Ag	autre
biens	Nc	bien
,	Fw	,
et	Cc	et
pour	S	pour
s'	Pp	se
embarrasser	Vvn	embarrasser
,	Fw	,
D'	Nc	d'
un	Dn	un
si	Rg	si
peu	Rg	peu
raisonnable	Ag	raisonnable
et	Cc	et
si	Rg	si
lâche	Ag	lâche
penser	Nc	penser
.	Fs	.
Non	Rg	non
,	Fw	,
Marcele	Vvc	marcele
,	Fw	,
notre	Ds	notre
art	Nc	art
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
d'	S	de
une	Dn	un
importance	Nc	importance
,	Fw	,
À	Nc	à
m'	Pp	je
en	S	en
être	Vun	être
promis	Ge	promettre
beaucoup	Rg	beaucoup
de	S	de
récompense	Nc	récompense
;	Fw	;
La	Vvc	la
faveur	Nc	faveur
d'	S	de
avoir	Vun	avoir
eu	Ge	avoir
des	S+Da	de+le|de+les
Césars	Nc	césars
pour	S	pour
témoins	Nc	témoin
,	Fw	,
M'	Vvc	m'
a	Vuc	avoir
trop	Rg	trop
acquis	Nc	acquis|acquit
de	S	de
gloire	Nc	gloire
,	Fw	,
et	Cc	et
trop	Rg	trop
payé	Ge	payer
mes	Ds	mon
soins	Nc	soin
;	Fw	;
Nos	Nc	nô
voeux	Nc	vœu
,	Fw	,
nos	Ds	notre
passions	Nc	passion
,	Fw	,
nos	Ds	notre
veilles	Nc	veille
et	Cc	et
nos	Ds	notre
peines	Nc	peine
,	Fw	,
Et	Vvc	et
tout	Di	tout
le	Da	le
sang	Nc	sang
enfin	Rg	enfin
qui	Pr	qui
coule	Vvc	couler
de	S	de
nos	Ds	notre
veines	Nc	veine
,	Fw	,
Sont	Vvc	sont
pour	S	pour
eux	Pp	eux
des	Dn	un
tributs	Nc	tribut
de	S	de
devoir	Nc	devoir
et	Cc	et
d'	S	de
amour	Nc	amour
,	Fw	,
Où	Vvc	où
le	Da	le
ciel	Nc	ciel
nous	Pp	nous
oblige	Vvc	obliger
,	Fw	,
en	S	en
nous	Pp	nous
donnant	Ga	donner
le	Da	le
jour	Nc	jour
;	Fw	;
Comme	Vvc	comme
aussi	Rg	aussi
j'	Pp	je
ai	Vuc	avoir
toujours	Rg	toujours
,	Fw	,
depuis	S	depuis
que	Cs	que
je	Pp	je
respire	Vvc	respirer
,	Fw	,
Fait	Vvc	faire
des	Dn	un
voeux	Nc	vœu
pour	S	pour
leur	Ds	leur
gloire	Nc	gloire
et	Cc	et
pour	S	pour
l'	Da	le
heur	Nc	heur
de	S	de
l'	Da	le
Empire	Nc	empire
;	Fw	;
Mais	Vvc	mais
où	Pr	où
je	Pp	je
vois	Vvc	voir
s'	Pp	se
agir	Vvn	agir
de	S	de
l'	Da	le
intérêt	Nc	intérêt
d'	S	de
un	Dn	un
Dieu	Nc	dieu
.	Fs	.
Bien	Rg	bien
plus	Rg	plus
grand	Ag	grand
dans	S	dans
le	Da	le
ciel	Nc	ciel
,	Fw	,
qu'	Cs	que
ils	Pp	ils
ne	Rp	ne
sont	Vuc	être
en	S	en
ce	Dd	ce
lieu	Nc	lieu
;	Fw	;
De	Vvc	de
tous	Di	tout
les	Da	le
empereurs	Nc	empereur
,	Fw	,
l'	Da	le
Empereur	Nc	empereur
et	Cc	et
le	Da	le
Maître	Nc	maître
,	Fw	,
Qui	Vvc	qui
seul	Ag	seul
me	Pp	je
peut	Vvc	pouvoir
sauver	Vvn	sauver
,	Fw	,
comme	Cs	comme
il	Pp	il
m'	Pp	je
a	Vuc	avoir
donné	Ge	donner
l'	Pp	il
être	Vun	être
;	Fw	;
Je	Vvc	je
soumets	Vvc	soumettre
justement	Rg	justement
leur	Ds	leur
trône	Nc	trône
à	S	à
ses	Ds	son
autels	Nc	autel
,	Fw	,
Et	Vvc	et
contre	S	contre
son	Ds	son
honneur	Nc	honneur
,	Fw	,
ne	Rp	ne
dois	Vvc	devoir
rien	Pi	rien
aux	S+Da	à+les
mortels	Nc	mortel
.	Fs	.
Si	Rg	si
mépriser	Vvn	mépriser
leurs	Ds	leur
dieux	Nc	dieu|dieux
,	Fw	,
est	Vuc	être
leur	Pp	leur
être	Vun	être
rebelle	Ag	rebelle
,	Fw	,
Croyez	Vvc	croire
avec	S	avec
raison	Nc	raison
je	Pp	je
leur	Pp	leur
suis	Vuc	être
infidèle	Ag	infidèle
;	Fw	;
Et	Vvc	et
que	Rg	que
loin	Rg	loin
d'	S	de
excuser	Vvn	excuser
cette	Dd	ce
infidélité	Nc	infidélité
,	Fw	,
C'	Vvc	c'
est	Vuc	être
un	Dn	un
crime	Nc	crime
innocent	Ag	innocent
dont	Pr	dont
je	Pp	je
fais	Vvc	faire
vanité	Nc	vanité
.	Fs	.
Vous	Pp	vous
verrez	Vvc	voir
si	Cs	si
ces	Dd	ce
dieux	Nc	dieu|dieux
de	S	de
métal	Nc	métal
et	Cc	et
de	S	de
pierre	Nc	pierre
,	Fw	,
Seront	Vvc	seront
puissants	Ag	puissant
au	S+Da	à+le
ciel	Nc	ciel
,	Fw	,
comme	Cs	comme
on	Pp	on
les	Pp	ils
croit	Vvc	croire|croître
en	S	en
terre	Nc	terre
;	Fw	;
Et	Vvc	et
s'	Cs	si
ils	Pp	ils
vous	Pp	vous
sauveront	Vvc	sauver
de	S	de
la	Da	le
juste	Ag	juste
fureur	Nc	fureur
,	Fw	,
D'	Nc	d'
un	Dn	un
dieu	Nc	dieu
,	Fw	,
dont	Pr	dont
la	Da	le
créance	Nc	créance
y	Pp	y
passe	Vvc	passer
pour	S	pour
erreur	Nc	erreur
.	Fs	.
Et	Cc	et
lors	Rg	lors
ces	Dd	ce
malheureux	Ag	malheureux
,	Fw	,
ces	Dd	ce
opprobres	Nc	opprobre
des	S+Da	de+le|de+les
villes	Nc	ville
,	Fw	,
Ces	Vvc	ces
femmes	Nc	femme
,	Fw	,
ces	Dd	ce
enfants	Nc	enfant
,	Fw	,
et	Cc	et
ces	Dd	ce
gens	Nc	gens|gent
inutiles	Ag	inutile
,	Fw	,
Les	Vvc	les
sectateurs	Nc	sectateur
enfin	Rg	enfin
de	S	de
ce	Dd	ce
crucifié	Nc	crucifié
,	Fw	,
Vous	Nc	vous
diront	Vvc	dire
si	Rg	si
sans	S	sans
cause	Nc	cause
ils	Pp	ils
l'	Pp	il
ont	Vuc	avoir
déifié	Ge	déifier
.	Fs	.
Ta	Ds	ton
grâce	Nc	grâce
peut	Vvc	pouvoir
,	Fw	,
Seigneur	Nc	seigneur
,	Fw	,
détourner	Vvn	détourner
ce	Dd	ce
présage	Nc	présage
!	Fs	!
Mais	Cc	mais
hélas	I	hélas
!	Fs	!
Tous	Di	tout
l'	Da	le
ayant	Ga	avoir
,	Fw	,
tous	Pi	tout
n'	Rp	ne
en	Pp	en
ont	Vuc	avoir
pas	Rg	pas
l'	Da	le
usage	Nc	usage
;	Fw	;
De	Vvc	de
tant	Rg	tant
de	S	de
conviés	Nc	convié
,	Fw	,
bien	Rg	bien
peu	Rg	peu
suivent	Vvc	suivre
tes	Ds	ton
pas	Nc	pas
,	Fw	,
Et	Vvc	et
pour	S	pour
être	Vun	être
appelés	Ge	appeler
,	Fw	,
tous	Pi	tout
ne	Rp	ne
répondent	Vvc	répondre
pas	Rg	pas
.	Fs	.
Cruel	Ag	cruel
,	Fw	,
puisqu'à	Cs	puisqu'à
ce	Pd	ce
point	Rg	point
cette	Dd	ce
erreur	Nc	erreur
te	Pp	tu
possède	Vvc	posséder
,	Fw	,
Que	Vvc	que
ton	Ds	ton
aveuglement	Nc	aveuglement
est	Vuc	être
un	Dn	un
mal	Nc	mal
sans	S	sans
remède	Nc	remède
;	Fw	;
Trompant	Ga	tromper
au	S+Da	à+le
moins	Nc	moins
César	Nc	césar
,	Fw	,
apaise	Vvc	apaiser
son	Ds	son
courroux	Nc	courroux
;	Fw	;
Et	Vvc	et
si	Cs	si
ce	Pd	ce
n'	Rp	ne
est	Vuc	être
pour	S	pour
toi	Pp	tu
,	Fw	,
conserve	Vvc	conserver
-toi	Vvc	-toi
pour	S	pour
nous	Pp	nous
;	Fw	;
Sur	Nc	sur
la	Da	le
foi	Nc	foi
d'	S	de
un	Dn	un
dieu	Nc	dieu
,	Fw	,
fondant	Ga	fonder|fondre
ton	Ds	ton
espérance	Nc	espérance
,	Fw	,
À	Nc	à
celle	Pd	celui
de	S	de
nos	Ds	notre
dieux	Nc	dieu|dieux
,	Fw	,
donne	Vvc	donner
au	S+Da	à+le
moins	Nc	moins
l'	Da	le
apparence	Nc	apparence
;	Fw	;
Et	Vvc	et
sinon	Cs	sinon
sous	S	sous
un	Dn	un
coeur	Nc	cœur
,	Fw	,
sous	S	sous
un	Dn	un
front	Nc	front
plus	Rg	plus
soumis	Ge	soumettre
,	Fw	,
Obtiens	Vvc	obtenir
pour	S	pour
nous	Pp	nous
ta	Ds	ton
grâce	Nc	grâce
,	Fw	,
et	Cc	et
vis	Vvc	vivre|voir
pour	S	pour
tes	Ds	ton
amis	Nc	ami
.	Fs	.
Notre	Ds	notre
foi	Nc	foi
n'	Rp	ne
admet	Vvc	admettre
point	Rg	point
cet	Dd	ce
acte	Nc	acte
de	S	de
faiblesse	Nc	faiblesse
;	Fw	;
Je	Vvc	je
la	Pp	il
dois	Vvc	devoir
publier	Vvn	publier
,	Fw	,
puisque	Cs	puisque
je	Pp	je
la	Pp	il
professe	Vvc	professer
,	Fw	,
Puis	Vvc	pouvoir
-je	Vvc	-je
désavouer	Vvn	désavouer
le	Da	le
maître	Nc	maître
que	Pr	que
je	Pp	je
suis	Vuc	être
?	Fs	?
Aussi	Rg	aussi
bien	Rg	bien
que	Cs	que
nos	Ds	notre
coeurs	Nc	cœur
,	Fw	,
nos	Ds	notre
bouches	Nc	bouche
sont	Vuc	être
à	S	à
lui	Pp	il
.	Fs	.
Les	Da	le
plus	Rg	plus
cruels	Ag	cruel
tourments	Nc	tourment
n'	Rp	ne
ont	Vuc	avoir
point	Rg	point
de	S	de
violence	Nc	violence
,	Fw	,
Qui	Vvc	qui
puisse	Vvc	pouvoir
m'	Pp	je
obliger	Vvn	obliger
à	S	à
ce	Dd	ce
honteux	Ag	honteux
silence	Nc	silence
.	Fs	.
Pourrais	Vvc	pouvoir
-je	Ag	-je
encor	Nc	encor
,	Fw	,
hélas	I	hélas
,	Fw	,
après	S	après
la	Da	le
liberté	Nc	liberté
Dont	Vvc	dont
cette	Dd	ce
ingrate	Ag	ingrat
voix	Nc	voix
l'	Pp	il
a	Vuc	avoir
tant	Rg	tant
persécuté	Ge	persécuter
,	Fw	,
Et	Vvc	et
dont	Pr	dont
j'	Pp	je
ai	Vuc	avoir
fait	Ge	faire
un	Dn	un
dieu	Nc	dieu
,	Fw	,
le	Da	le
jouet	Nc	jouet
d'	S	de
un	Dn	un
théâtre	Nc	théâtre
,	Fw	,
Aux	Vvc	aux
oreilles	Nc	oreille
d'	S	de
un	Dn	un
prince	Nc	prince
,	Fw	,
et	Cc	et
d'	S	de
un	Dn	un
peuple	Nc	peuple
idolâtre	Ag	idolâtre
,	Fw	,
D'	Nc	d'
un	Dn	un
silence	Nc	silence
coupable	Ag	coupable
,	Fw	,
aussi	Rg	aussi
bien	Rg	bien
que	Cs	que
la	Da	le
voix	Nc	voix
,	Fw	,
Devant	Ga	devoir
ses	Ds	son
ennemis	Nc	ennemi
,	Fw	,
méconnaître	Vvn	méconnaître
ses	Ds	son
lois	Nc	loi
!	Fs	!
