Ah	I	ah
bien	Rg	bien
avec	S	avec
mon	Ds	mon
beau	Ag	beau
langage	Nc	langage
,	Fw	,
Que	Vvc	que
peut-être	Rg	peut-être
il	Pp	il
rompra	Vvc	rompre
tantôt	Rg	tantôt
mon	Ds	mon
mariage	Nc	mariage
.	Fs	.
Je	Pp	je
l'	Pp	il
entendais	Vvc	entendre
disant	Ga	dire
,	Fw	,
en	S	en
se	Pp	il
mordant	Ga	mordre
les	Da	le
doigts	Nc	doigt
,	Fw	,
Don	Nc	don
Félix	Nc	félix
veut	Vvc	vouloir
avoir	Vun	avoir
deux	Nc	deux
femmes	Nc	femme
à	S	à
la	Da	le
fois	Nc	fois
!	Fs	!
Et	Cc	et
que	Cs	que
l'	Da	le
une	Pi	un
des	S+Da	de+le|de+les
deux	Nc	deux
soit	Vuc	être
ma	Ds	mon
fille	Nc	fille
Lucie	Ge	lucie
!	Fs	!
Ah	I	ah
!	Fs	!
Vraiment	Rg	vraiment
l'	Da	le
alliance	Nc	alliance
était	Vuc	être
fort	Rg	fort
bien	Rg	bien
choisie	Ge	choisir
.	Fs	.
Ah	I	ah
,	Fw	,
j'	Pp	je
empêcherai	Vvc	empêcher
bien	Rg	bien
qu'	Cs	que
on	Pp	on
se	Pp	il
moque	Vvc	moquer
de	S	de
moi	Pp	je
,	Fw	,
Impudent	Vvc	impudent
,	Fw	,
affronteur	Nc	affronteur
,	Fw	,
sans	S	sans
honneur	Nc	honneur
et	Cc	et
sans	S	sans
foi	Nc	foi
.	Fs	.
Enfin	Rg	enfin
,	Fw	,
je	Pp	je
l'	Pp	il
ai	Vuc	avoir
laissé	Ge	laisser
pester	Vvn	pester
tout	Pi	tout
à	S	à
son	Ds	son
aise	Nc	aise
,	Fw	,
Et	Vvc	et
suis	Vuc	être
vite	Rg	vite
venue	Ge	venir
au	S+Da	à+le
grand	Ag	grand
train	Nc	train
de	S	de
ma	Ds	mon
chaise	Nc	chaise
,	Fw	,
Tout	Vvc	tout
droit	Rg	droit
au	S+Da	à+le
rendez-vous	Nc	rendez-vous
que	Pr	que
je	Pp	je
t'	Pp	tu
avais	Vuc	avoir
donné	Ge	donner
,	Fw	,
Où	Vvc	où
très	Rg	très
adroitement	Rg	adroitement
tu	Pp	tu
l'	Pp	il
avais	Vuc	avoir
amené	Ge	amener
.	Fs	.
Mais	Cc	mais
j'	Pp	je
aperçois	Vvc	apercevoir
venir	Vvn	venir
le	Da	le
vieillard	Nc	vieillard
qui	Pr	qui
rumine	Vvc	ruminer
;	Fw	;
Allons	Vvc	aller
quitter	Vvn	quitter
le	Da	le
voile	Nc	voile
,	Fw	,
et	Cc	et
faisons	Vvc	faire
bonne	Ag	bon
mine	Nc	mine
.	Fs	.
L'	Pp	il
on	Pp	on
me	Pp	je
faisait	Vvc	faire
fort	Rg	fort
bien	Rg	bien
passer	Vvn	passer
pour	S	pour
un	Dn	un
Oison	Nc	oison
;	Fw	;
Et	Vvc	et
ma	Ds	mon
fille	Nc	fille
Lucie	Ge	lucie
a	Vuc	avoir
fort	Rg	fort
bonne	Ag	bon
raison	Nc	raison
De	Vvc	de
n'	Rp	ne
avoir	Vun	avoir
pas	Rg	pas
donné	Ge	donner
la	Da	le
main	Nc	main
à	S	à
la	Da	le
volée	Nc	volé|volée
;	Fw	;
Il	Vvc	il
faut	Vvc	faillir|falloir
qu'	Cs	que
elle	Pp	il
ait	Vuc	avoir
été	Ge	être
du	S+Da	de+le
Ciel	Nc	ciel
bien	Rg	bien
conseillée	Ge	conseiller
!	Fs	!
Et	Cc	et
si	Cs	si
son	Ds	son
mariage	Nc	mariage
on	Pp	on
eut	Vuc	avoir
précipité	Ge	précipiter
,	Fw	,
Le	Vvc	le
gentil	Ag	gentil
embarras	Nc	embarra|embarras
où	Pr	où
cela	Pd	cela
m'	Pp	je
eût	Vuc	avoir
jeté	Ge	jeter
!	Fs	!
Quoi	Pt	quoi
?	Fs	?
Ma	Ds	mon
fille	Nc	fille
eut	Vuc	avoir
passé	Ge	passer
pour	S	pour
la	Da	le
seconde	Nc	second|seconde
femme	Nc	femme
Du	Vvc	du
brave	Ag	brave
Don	Nc	don
Félix	Nc	félix
?	Fs	?
Peste	Nc	peste
de	S	de
l'	Da	le
infâme	Ag	infâme
!	Fs	!
Il	Pp	il
voulait	Vvc	vouloir
donc	Rg	donc
avoir	Vun	avoir
(	Fw	(
voyez	Vvc	voir
la	Da	le
trahison	Nc	trahison
,	Fw	,
)	Fw	)
Une	Vvc	une
femme	Nc	femme
à	S	à
la	Da	le
ville	Nc	ville
,	Fw	,
et	Cc	et
l'	Da	le
autre	Pi	autre
à	S	à
la	Da	le
maison	Nc	maison
.	Fs	.
Ah	I	ah
!	Fs	!
Ma	Ds	mon
fille	Nc	fille
,	Fw	,
approchez	Vvc	approcher
,	Fw	,
votre	Ds	votre
fortune	Nc	fortune
est	Vuc	être
belle	Ag	beau
,	Fw	,
Nous	Vvc	nous
devons	Vvc	devoir
au	S+Da	à+le
Seigneur	Nc	seigneur
une	Dn	un
belle	Ag	beau
chandelle	Nc	chandelle
:	Fw	:
Et	Cc	et
pour	S	pour
remercier	Vvn	remercier
votre	Ds	votre
époux	Nc	époux
prétendu	Ge	prétendre
,	Fw	,
Supplier	Vvc	supplier
le	Da	le
bon	Ag	bon
Dieu	Nc	dieu
,	Fw	,
qu'	Cs	que
il	Pp	il
soit	Vuc	être
bientôt	Rg	bientôt
pendu	Ge	pendre
;	Fw	;
Vraiment	Vvc	vraiment
il	Pp	il
nous	Pp	nous
jouait	Vvc	jouer
un	Dn	un
tour	Nc	tour
de	S	de
galant	Nc	galant
homme	Nc	homme
,	Fw	,
Mais	Vvc	mais
il	Pp	il
devait	Vvc	devoir
avoir	Vun	avoir
sa	Ds	son
dispense	Nc	dispense|dispensé
de	S	de
Rome	Nc	rome
.	Fs	.
Au	S+Da	à+le
reste	Nc	reste
gardez	Vvc	garder
-vous	Nc	-vous
de	S	de
le	Da	le
plus	Rg	plus
regarder	Vvn	regarder
.	Fs	.
C'	Pd	ce
est	Vuc	être
un	Dn	un
esprit	Nc	esprit
malin	Ag	malin
dont	Pr	dont
il	Pp	il
se	Pp	il
faut	Vvc	faillir|falloir
garder	Vvn	garder
.	Fs	.
Qu'	Pt	que
avez	Vuc	avoir
-vous	Ge	-vous
donc	Rg	donc
,	Fw	,
Monsieur	Nc	monsieur
,	Fw	,
qui	Pr	qui
vous	Pp	vous
met	Vvc	mettre
en	S	en
colère	Nc	colère
?	Fs	?
J'	Pp	je
ai	Vuc	avoir
les	Da	le
ressentiments	Nc	ressentiment
que	Pr	que
doit	Vvc	devoir
avoir	Vun	avoir
un	Dn	un
Père	Ag	père
Qui	Nc	qui
pense	Vvc	penser
être	Vun	être
pourvu	Ge	pourvoir
d'	S	de
un	Dn	un
gendre	Nc	gendre
homme	Nc	homme
de	S	de
bien	Nc	bien
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
notre	Ds	notre
Don	Nc	don
Félix	Nc	félix
?	Fs	?
Don	Nc	don
Félix	Nc	félix
ne	Rp	ne
vaut	Vvc	valoir
rien	Pi	rien
,	Fw	,
Je	Vvc	je
suis	Vuc	être
donc	Rg	donc
allé	Ge	aller
voir	Vvn	voir
tantôt	Rg	tantôt
sa	Ds	son
Dorothée	Nc	dorothée
,	Fw	,
Que	Vvc	que
pour	S	pour
vous	Pp	vous
affronter	Vvn	affronter
il	Pp	il
avait	Vuc	avoir
apostée	Ge	aposter
;	Fw	;
Elle	Vvc	elle
a	Vuc	avoir
joué	Ge	jouer
son	Ds	son
jeu	Nc	jeu
comme	Cs	comme
il	Pp	il
a	Vuc	avoir
désiré	Ge	désirer
,	Fw	,
Et	Vvc	et
l'	Pp	il
a	Vuc	avoir
joué	Ge	jouer
si	Rg	si
bien	Rg	bien
,	Fw	,
que	Cs	que
même	Pi	même
j'	Pp	je
ai	Vuc	avoir
pleuré	Ge	pleurer
Quand	Nc	quand
j'	Pp	je
ai	Vuc	avoir
vu	Ge	voir
quelques	Di	quelque
pleurs	Nc	pleur
couler	Vvn	couler
sur	S	sur
son	Ds	son
visage	Nc	visage
:	Fw	:
Enfin	Rg	enfin
,	Fw	,
je	Pp	je
croirais	Vvc	croire
bien	Rg	bien
que	Cs	que
cette	Dd	ce
fille	Nc	fille
est	Vuc	être
sage	Ag	sage
,	Fw	,
Qu'	Vvc	qu'
entre	S	entre
elle	Pp	il
et	Cc	et
Don	Nc	don
Félix	Nc	félix
il	Pp	il
ne	Rp	ne
s'	Pp	se
est	Vuc	être
rien	Pi	rien
passé	Ge	passer
,	Fw	,
Dont	Vvc	dont
Dieu	Nc	dieu
ni	Cc	ni
le	Da	le
prochain	Nc	prochain
en	Pp	en
puisse	Vvc	pouvoir
être	Vun	être
offensé	Ge	offenser
:	Fw	:
Mais	Cc	mais
le	Da	le
drôle	Nc	drôle
qu'	Pr	que
il	Pp	il
est	Vuc	être
,	Fw	,
nous	Pp	nous
donnait	Vvc	donner
bien	Rg	bien
le	Da	le
change	Nc	change
:	Fw	:
Écoutez	Vvc	écoutez
je	Pp	je
vous	Pp	vous
prie	Vvc	prier
une	Dn	un
malice	Nc	malice
étrange	Ag	étrange
.	Fs	.
Comme	Cs	comme
je	Pp	je
revenais	Vvc	revenir
de	S	de
lui	Pp	il
fort	Rg	fort
satisfait	Ge	satisfaire
,	Fw	,
(	Fw	(
Et	Vvc	et
j'	Pp	je
en	Pp	en
avais	Vuc	avoir
assez	Rg	assez
de	S	de
sujet	Nc	sujet
en	S	en
effet	Nc	effet
;	Fw	;
)	Fw	)
Certaine	Ag	certain
Dame	Nc	dame
en	S	en
chaise	Nc	chaise
,	Fw	,
et	Cc	et
la	Da	le
face	Nc	face
voilée	Ge	voiler
,	Fw	,
M'	Vvc	m'
a	Vuc	avoir
dit	Ge	dire
en	S	en
peu	Rg	peu
de	S	de
mots	Nc	mot|mots
,	Fw	,
d'	S	de
une	Pi	un
vois	Vvc	voir
désolée	Ge	désoler
;	Fw	;
Monsieur	Nc	monsieur
,	Fw	,
on	Pp	on
vous	Pp	vous
affronte	Vvc	affronter
aussi	Rg	aussi
bien	Rg	bien
comme	S	comme
moi	Pp	je
,	Fw	,
Et	Vvc	et
Don	Nc	don
Félix	Nc	félix
ne	Rp	ne
peut	Vvc	pouvoir
,	Fw	,
sans	S	sans
violer	Vvn	violer
sa	Ds	son
foi	Nc	foi
,	Fw	,
Contracter	Nc	contracter
,	Fw	,
moi	Pp	je
vivante	Ga	vivre
,	Fw	,
un	Dn	un
second	Nc	second
mariage	Nc	mariage
:	Fw	:
Deux	Nc	deux
enfants	Nc	enfant
en	Pp	en
pourront	Vvc	pouvoir
porter	Vvn	porter
bien	Rg	bien
témoignage	Nc	témoignage
Devant	Ga	devoir
l'	Da	le
Official	Nc	official
,	Fw	,
que	Cs	que
je	Pp	je
veux	Vvc	vouloir
implorer	Vvn	implorer
.	Fs	.
Elle	Pp	il
s'	Pp	se
est	Vuc	être
là-dessus	Rg	là-dessus
bien	Rg	bien
fort	Rg	fort
mise	Ge	mettre|miser
à	S	à
pleurer	Vvn	pleurer
;	Fw	;
Et	Vvc	et
moi	Pp	je
d'	S	de
autre	Ag	autre
côté	Nc	côté
bien	Rg	bien
fort	Rg	fort
mis	Ge	mettre
en	S	en
colère	Nc	colère
.	Fs	.
Le	Da	le
malheureux	Ag	malheureux
métier	Nc	métier
que	Cs	que
d'	S	de
être	Vun	être
Père	Vvc	père
ou	Cc	ou
Mère	Vvc	mère
,	Fw	,
Et	Vvc	et
qu'	Cs	que
on	Pp	on
est	Vuc	être
assuré	Ge	assurer
,	Fw	,
quand	Cs	quand
on	Pp	on
a	Vuc	avoir
des	Dn	un
enfants	Nc	enfant
,	Fw	,
De	Vvc	de
ne	Rp	ne
manquer	Vvn	manquer
jamais	Rg	jamais
de	S	de
soucis	Nc	souci
bien	Rg	bien
cuisants	Ga	cuire
.	Fs	.
Or	Cc	or
pour	S	pour
vous	Pp	vous
achever	Vvn	achever
l'	Da	le
histoire	Nc	histoire
commencée	Ge	commencer
,	Fw	,
Cette	Nc	cette
invisible	Ag	invisible
après	S	après
mainte	Di	maint
larme	Nc	larme
versée	Ge	verser
,	Fw	,
Comme	Vvc	comme
je	Pp	je
la	Pp	il
quittais	Vvc	quitter
,	Fw	,
lassé	Ge	lasser
de	S	de
son	Ds	son
caquet	Nc	caquet
,	Fw	,
M'	Vvc	m'
a	Vuc	avoir
mis	Ge	mettre
entre	S	entre
les	Da	le
mains	Nc	main
je	Pp	je
ne	Rp	ne
sais	Vvc	savoir
quel	Dt	quel
paquet	Nc	paquet
De	Vvc	de
missives	Nc	missive
d'	S	de
amour	Nc	amour
.	Fs	.
Quoique	Cs	quoique
ma	Ds	mon
soeur	Nc	sœur
en	Pp	en
die	Vvc	die
,	Fw	,
Je	Vvc	je
n'	Rp	ne
ai	Vuc	avoir
donc	Rg	donc
pas	Rg	pas
mal	Rg	mal
fait	Ge	faire
de	S	de
m'	Pp	je
être	Vun	être
refroidie	Ge	refroidir
,	Fw	,
Et	Vvc	et
d'	S	de
avoir	Vun	avoir
attendu	Ge	attendre
la	Da	le
fin	Nc	fin
de	S	de
ces	Dd	ce
bruits	Nc	bruit
-là	Vvc	-là
:	Fw	:
Elle	Pp	il
dit	Vvc	dire
que	Cs	que
j'	Pp	je
ai	Vuc	avoir
tort	Nc	tort
,	Fw	,
mais	Cc	mais
c'	Pd	ce
est	Vuc	être
elle	Pp	il
qui	Pr	qui
l'	Pp	il
a	Vuc	avoir
,	Fw	,
D'	Vvc	d'
avoir	Vun	avoir
fait	Ge	faire
avec	S	avec
moi	Pp	je
trop	Rg	trop
de	S	de
la	Da	le
soeur	Nc	sœur
aînée	Ag	aîné
,	Fw	,
Et	Vvc	et
d'	S	de
avoir	Vun	avoir
trop	Rg	trop
pressé	Ge	presser
ce	Dd	ce
gentil	Ag	gentil
Hyménée	Nc	hyménée
.	Fs	.
Le	Da	le
coeur	Nc	cœur
me	Pp	je
disait	Vvc	dire
bien	Rg	bien
...	Fs	...
Monsieur	Nc	monsieur
,	Fw	,
je	Pp	je
suis	Vuc	être
pressé	Ge	presser
;	Fw	;
Mon	Nc	mon
maître	Nc	maître
n'	Rp	ne
a-t-il	V	avoir
point	Rg	point
tantôt	Rg	tantôt
ici	Rg	ici
passé	Ge	passer
?	Fs	?
J'	Pp	je
ai	Vuc	avoir
des	Dn	un
Lettres	Nc	lettre|lettré
pour	S	pour
lui	Pp	il
de	S	de
son	Ds	son
Père	Nc	père
:	Fw	:
et	Cc	et
me	Pp	je
semble	Vvc	sembler
Qu'	Vvc	qu'
il	Pp	il
vous	Pp	vous
écrit	Vvc	écrire
aussi	Rg	aussi
:	Fw	:
mais	Cc	mais
j'	Pp	je
ai	Vuc	avoir
tout	Rg	tout
mis	Ge	mettre
ensemble	Rg	ensemble
,	Fw	,
Et	Vvc	et
ne	Rp	ne
puis	Vvc	pouvoir
débrouiller	Vvn	débrouiller
;	Fw	;
Ha	Vvc	ha
,	Fw	,
bon	Ag	bon
,	Fw	,
bon	Ag	bon
,	Fw	,
la	Da	le
voilà	I	voilà
.	Fs	.
Je	Pp	je
reviendrai	Vvc	revenir
tantôt	Rg	tantôt
pour	S	pour
la	Da	le
réponse	Nc	réponse
.	Fs	.
Holà	Vvc	holà
,	Fw	,
Vous	Nc	vous
vous	Pp	vous
trompez	Vvc	tromper
,	Fw	,
ami	Nc	ami
,	Fw	,
mais	Cc	mais
il	Pp	il
ne	Rp	ne
peut	Vvc	pouvoir
m'	Pp	je
entendre	Vvn	entendre
,	Fw	,
Jamais	Vvc	jamais
les	Da	le
étourdis	Nc	étourdi
ne	Rp	ne
font	Vvc	faire
que	Cs	que
se	Pp	il
méprendre	Vvn	méprendre
.	Fs	.
Cette	Dd	ce
Lettre	Nc	lettre|lettré
est	Vuc	être
de	S	de
femme	Nc	femme
,	Fw	,
et	Cc	et
sent	Vvc	sentir
bien	Rg	bien
son	Ds	son
poulet	Nc	poulet
.	Fs	.
Que	Cs	que
j'	Pp	je
épousterais	Vvc	épousterais
bien	Rg	bien
là-dessus	Rg	là-dessus
un	Dn	un
valet	Nc	valet
!	Fs	!
Mais	Cc	mais
je	Pp	je
la	Pp	il
veux	Vvc	vouloir
garder	Vvn	garder
,	Fw	,
attendant	Ga	attendre
qu'	Cs	que
il	Pp	il
revienne	Vvc	revenir
,	Fw	,
Et	Vvc	et
sans	S	sans
faire	Vvn	faire
de	S	de
bruit	Nc	bruit
,	Fw	,
lui	Pp	il
demander	Vvn	demander
la	Da	le
mienne	Ps	mien
.	Fs	.
Ouvrez	Vvc	ouvrer|ouvrir
-la	Vvc	-la
,	Fw	,
que	Pr	que
sait	Vvc	savoir
-on	Nc	-on
?	Fs	?
Ouvrons	Vvc	ouvrer|ouvrir
,	Fw	,
je	Pp	je
le	Pp	il
veux	Vvc	vouloir
bien	Rg	bien
;	Fw	;
Cela	Vvc	celer
nous	Pp	nous
peut	Vvc	pouvoir
servir	Vvn	servir
,	Fw	,
et	Cc	et
ne	Rp	ne
peut	Vvc	pouvoir
nuire	Vvn	nuire
à	S	à
rien	Pi	rien
.	Fs	.
À	Nc	à
qui	Pr	qui
s'	Pp	se
adresse-t-elle	Vvc	adresse-t-elle
?	Fs	?
À	Vvc	à
Don	Nc	don
Diègue	Vvc	diègue
même	Ag	même
.	Fs	.
Sans	S	sans
doute	Nc	doute
elle	Pp	il
sera	Vuc	être
de	S	de
quelqu'une	Pi	quelqu'un
qui	Pr	qui
l'	Pp	il
aime	Vvc	aimer
.	Fs	.
Don	Nc	don
Diègue	Vvc	diègue
en	S	en
cela	Pd	cela
suit	Vvc	suivre
l'	Da	le
ordre	Nc	ordre
de	S	de
la	Da	le
Cour	Nc	cour
;	Fw	;
On	Vvc	on
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
Courtisan	Ag	courtisan
quand	Cs	quand
on	Pp	on
est	Vuc	être
sans	S	sans
amour	Nc	amour
;	Fw	;
Mais	Vvc	mais
sans	S	sans
y	Pp	y
recueillir	Vvn	recueillir
,	Fw	,
bien	Rg	bien
souvent	Rg	souvent
on	Pp	on
y	Pp	y
sème	Vvc	semer
,	Fw	,
Et	Vvc	et
sans	S	sans
y	Pp	y
mettre	Vvn	mettre
à	S	à
mal	Rg	mal
toutes	Di	tout
celles	Pd	celui
qu'	Pr	que
on	Pp	on
aime	Vvc	aimer
,	Fw	,
Les	Vvc	les
sottes	Nc	sot
seulement	Rg	seulement
favorisent	Vvc	favoriser
leurs	Ds	leur
voeux	Nc	vœu
,	Fw	,
Mais	Vvc	mais
les	Da	le
sages	Nc	sage
aussi	Rg	aussi
se	Pp	il
gardent	Vvc	garder
fort	Rg	fort
bien	Rg	bien
d'	S	de
eux	Pp	eux
:	Fw	:
Ils	Pp	ils
soupirent	Vvc	soupirer
souvent	Rg	souvent
pour	S	pour
qui	Pr	qui
leur	Pp	leur
fait	Vvc	faire
la	Da	le
moue	Nc	moue
,	Fw	,
Et	Vvc	et
de	S	de
plusieurs	Pi	plusieurs
Beautés	Vvc	beautés
qu'	Cs	que
ils	Pp	ils
coucheraient	Vvc	coucher
en	S	en
joue	Nc	joue
,	Fw	,
Ils	Vvc	ils
n'	Rp	ne
en	Pp	en
blessent	Vvc	blesser
souvent	Rg	souvent
pas	Rg	pas
une	Dn	un
,	Fw	,
les	Da	le
méchants	Nc	méchant
.	Fs	.
Cependant	Rg	cependant
les	Da	le
maisons	Nc	maison
,	Fw	,
les	Da	le
bois	Nc	bois
,	Fw	,
les	Da	le
prés	Rg	près
,	Fw	,
les	Da	le
champs	Nc	champ|champs
,	Fw	,
Se	Vvc	se
changent	Vvc	changer
bien	Rg	bien
souvent	Rg	souvent
en	S	en
de	Dn	un
vieux	Ag	vieux
points	Nc	point
de	S	de
Gênes	Nc	gênes
;	Fw	;
Les	Vvc	les
affreux	Ag	affreux
créanciers	Nc	créancier
font	Vvc	faire
sauter	Vvn	sauter
les	Da	le
Domaines	Nc	domaine
;	Fw	;
Et	Vvc	et
puis	Cs	puis
ces	Dd	ce
beaux	Ag	beau
Messieurs	Nc	monsieur
protestent	Vvc	protester
sur	S	sur
leur	Ds	leur
foi	Nc	foi
,	Fw	,
Qu'	Vvc	qu'
ils	Pp	ils
se	Pp	il
sont	Vuc	être
ruinés	Ge	ruiner
au	S+Da	à+le
service	Nc	service
du	S+Da	de+le
Roi	Nc	roi
.	Fs	.
Je	Pp	je
ferais	Vvc	faire|ferrer
là-dessus	Rg	là-dessus
une	Dn	un
longue	Ag	long
Satire	Nc	satire
,	Fw	,
Mais	Vvc	mais
les	Da	le
vieillards	Nc	vieillard
,	Fw	,
dit	Vvc	dire
-on	Nc	-on
,	Fw	,
ne	Rp	ne
font	Vvc	faire
rien	Pi	rien
que	Rg	que
médire	Vvn	médire
:	Fw	:
Je	Pp	je
ne	Rp	ne
dis	Vvc	dire
donc	Rg	donc
plus	Rg	plus
rien	Pi	rien
,	Fw	,
ça	Pd	ça|cela
,	Fw	,
lisons	Vvc	lire
ce	Dd	ce
poulet	Nc	poulet
,	Fw	,
Et	Vvc	et
le	Pp	il
recachetons	Vvc	recacheter
pour	S	pour
le	Pp	il
rendre	Vvn	rendre
au	S+Da	à+le
valet	Nc	valet
.	Fs	.
LETTRE	Nc	lettre|lettré
.	Fs	.
Mon	Ds	mon
cher	Ag	cher
Époux	Nc	époux
,	Fw	,
Vous	Nc	vous
avez	Vuc	avoir
déjà	Rg	déjà
mis	Ge	mettre
quinze	Nc	quinze
jours	Nc	jour
en	S	en
un	Dn	un
voyage	Nc	voyage
,	Fw	,
pour	S	pour
lequel	Pr	lequel
vous	Pp	vous
ne	Rp	ne
m'	Pp	je
en	Pp	en
aviez	Vuc	avoir
demandé	Ge	demander
que	Cs	que
huit	Nc	huit
;	Fw	;
cela	Pd	cela
me	Pp	je
met	Vvc	mettre
en	S	en
une	Dn	un
extrême	Ag	extrême
peine	Nc	peine
;	Fw	;
et	Cc	et
notre	Ds	notre
petit	Ag	petit
Janos	Nc	janos
qui	Pr	qui
vous	Pp	vous
demande	Vvc	demander
,	Fw	,
et	Cc	et
qui	Pr	qui
vous	Pp	vous
cherche	Vvc	chercher
depuis	S	depuis
le	Da	le
matin	Nc	matin
jusques	Nc	jusques
au	S+Da	à+le
soir	Nc	soir
,	Fw	,
se	Pp	il
désespère	Vvc	désespérer
de	S	de
ne	Rp	ne
voir	Vvn	voir
plus	Rg	plus
son	Ds	son
papa	Nc	papa
.	Fs	.
Revenez	Vvc	revenir
donc	Rg	donc
vitement	Rg	vitement
,	Fw	,
si	Cs	si
vous	Pp	vous
voulez	Vvc	vouloir
le	Pp	il
retrouver	Vvn	retrouver
en	S	en
vie	Nc	vie
;	Fw	;
et	Cc	et
cessez	Vvc	cesser
par	S	par
votre	Ds	votre
absence	Nc	absence
,	Fw	,
de	S	de
faire	Vvn	faire
mourir	Vvn	mourir
mille	Nc	mille
fois	Nc	fois
le	Da	le
jour	Nc	jour
votre	Ds	votre
fidèle	Nc	fidèle
Dorothée	Vvc	dorothée
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
bons	Ag	bon
Dieux	Nc	dieux
,	Fw	,
Dorothée	Vvc	dorothée
à	S	à
Don	Nc	don
Diègue	Vvc	diègue
aussi	Rg	aussi
,	Fw	,
Dorothée	Vvc	dorothée
à	S	à
Madrid	Nc	madrid
,	Fw	,
et	Cc	et
Dorothée	Vvc	dorothée
ici	Rg	ici
,	Fw	,
Et	Vvc	et
Dorothée	Vvc	dorothée
en	S	en
chambre	Nc	chambre
,	Fw	,
et	Cc	et
Dorothée	Vvc	dorothée
en	S	en
chaise	Nc	chaise
,	Fw	,
Et	Vvc	et
le	Da	le
petit	Ag	petit
Janot	Nc	janot
qui	Pr	qui
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
à	S	à
son	Ds	son
aise	Nc	aise
,	Fw	,
Alors	Nc	alors
que	Cs	que
son	Ds	son
Papa	Nc	papa
n'	Rp	ne
est	Vuc	être
pas	Rg	pas
à	S	à
la	Da	le
maison	Nc	maison
,	Fw	,
Et	Vvc	et
qui	Pr	qui
diable	Nc	diable
ferait	Vvc	faire|ferrer
pareille	Ag	pareil
trahison	Nc	trahison
?	Fs	?
Bénite	Nc	bénite
soyez	Vuc	être
-vous	Nc	-vous
,	Fw	,
Lettre	Nc	lettre|lettré
décachetée	Ge	décacheter
,	Fw	,
Par	Nc	par
qui	Pr	qui
nous	Pp	nous
découvrons	Vvc	découvrir
nouvelle	Ag	nouveau
Dorothée	Vvc	dorothée
,	Fw	,
Et	Vvc	et
bénit	Ag	bénit
soyez	Vuc	être
-vous	Ge	-vous
l'	Da	le
étourdi	Nc	étourdi
de	S	de
valet	Nc	valet
,	Fw	,
Qui	Vvc	qui
nous	Pp	nous
avez	Vuc	avoir
livré	Ge	livrer
ce	Dd	ce
bienheureux	Ag	bienheureux
poulet	Nc	poulet
!	Fs	!
Par	S	par
qui	Pr	qui
nous	Pp	nous
découvrons	Vvc	découvrir
que	Cs	que
l'	Da	le
un	Pi	un
et	Cc	et
l'	Da	le
autre	Ag	autre
gendre	Nc	gendre
,	Fw	,
Est	Vvc	est
un	Dn	un
signe	Nc	signe
fourbe	Ag	fourbe
,	Fw	,
et	Cc	et
qui	Pr	qui
n'	Rp	ne
est	Vuc	être
bon	Ag	bon
qu'	Cs	que
à	S	à
pendre	Vvn	pendre
.	Fs	.
Mais	Cc	mais
,	Fw	,
mon	Ds	mon
Père	Nc	père
avez	Vuc	avoir
-vous	Ge	-vous
bien	Rg	bien
lu	Ge	lire
?	Fs	?
Si	Cs	si
j'	Pp	je
ai	Vuc	avoir
bien	Rg	bien
lu	Ge	lire
?	Fs	?
J'	Pp	je
ai	Vuc	avoir
lu	Ge	lire
mille	Nc	mille
fois	Nc	fois
mieux	Rg	mieux
que	Cs	que
je	Pp	je
n'	Rp	ne
aurais	Vuc	avoir
voulu	Ge	vouloir
.	Fs	.
Ce	Dd	ce
rencontre	Nc	rencontre
des	S+Da	de+le|de+les
noms	Nc	nom
est	Vuc	être
tout	Pi	tout
à	S	à
fait	Nc	fait
bizarre	Ag	bizarre
,	Fw	,
Il	Vvc	il
faut	Vvc	faillir|falloir
que	Cs	que
Don	Nc	don
Diègue	Ag	diègue
ait	Vuc	avoir
l'	Da	le
âme	Nc	âme
bien	Rg	bien
avare	Ag	avare
:	Fw	:
Car	Cc	car
Don	Nc	don
Félix	Nc	félix
pour	S	pour
moi	Pp	je
peut	Vvc	pouvoir
avoir	Vun	avoir
de	S	de
l'	Da	le
amour	Nc	amour
;	Fw	;
Mais	Vvc	mais
cet	Dd	ce
autre	Ag	autre
venu	Ge	venir
depuis	S	depuis
peu	Rg	peu
de	S	de
la	Da	le
Cour	Nc	cour
,	Fw	,
Qui	Vvc	qui
n'	Rp	ne
a	Vuc	avoir
pas	Rg	pas
seulement	Rg	seulement
vu	Ge	voir
ma	Ds	mon
soeur	Nc	sœur
en	S	en
peinture	Nc	peinture
,	Fw	,
Nous	Vvc	nous
montre	Vvc	montrer
bien	Rg	bien
qu'	Cs	que
il	Pp	il
est	Vuc	être
d'	S	de
une	Dn	un
avare	Ag	avare
nature	Nc	nature
;	Fw	;
Il	Vvc	il
en	Pp	en
voulait	Vvc	vouloir
sans	S	sans
doute	Nc	doute
au	S+Da	à+le
bien	Rg	bien
qu'	Cs	que
elle	Pp	il
a	Vuc	avoir
de	S	de
plus	Rg	plus
.	Fs	.
Aussi	Rg	aussi
qui	Pr	qui
n'	Rp	ne
aimerait	Vvc	aimer
cent	Nc	cent
mille	Nc	mille
beaux	Ag	beau
écus	Nc	écu|écus
!	Fs	!
Où	Vvc	où
diable	Ag	diable
